ID,label
0,adversarial
1,human
2,machine
3,machine
4,human
5,human
6,adversarial
7,hybrid
8,human
9,machine
10,machine
11,hybrid
12,human
13,adversarial
14,hybrid
15,hybrid
16,machine
17,adversarial
18,human
19,human
20,human
21,human
22,human
23,machine
24,human
25,machine
26,adversarial
27,human
28,human
29,hybrid
30,machine
31,hybrid
32,human
33,human
34,human
35,hybrid
36,human
37,human
38,human
39,human
40,machine
41,human
42,human
43,machine
44,machine
45,adversarial
46,machine
47,human
48,human
49,hybrid
50,human
51,human
52,adversarial
53,human
54,human
55,human
56,machine
57,adversarial
58,machine
59,human
60,machine
61,human
62,human
63,adversarial
64,human
65,human
66,machine
67,adversarial
68,human
69,human
70,human
71,human
72,human
73,machine
74,machine
75,hybrid
76,human
77,machine
78,adversarial
79,machine
80,adversarial
81,human
82,human
83,adversarial
84,hybrid
85,hybrid
86,machine
87,machine
88,machine
89,machine
90,machine
91,human
92,hybrid
93,hybrid
94,adversarial
95,human
96,machine
97,human
98,adversarial
99,human
100,human
101,hybrid
102,machine
103,human
104,adversarial
105,human
106,human
107,hybrid
108,machine
109,human
110,machine
111,human
112,human
113,human
114,human
115,adversarial
116,human
117,human
118,human
119,human
120,human
121,human
122,human
123,human
124,human
125,hybrid
126,machine
127,adversarial
128,adversarial
129,human
130,machine
131,human
132,human
133,hybrid
134,human
135,machine
136,human
137,human
138,adversarial
139,human
140,machine
141,human
142,hybrid
143,hybrid
144,adversarial
145,machine
146,machine
147,human
148,hybrid
149,adversarial
150,human
151,machine
152,adversarial
153,human
154,human
155,human
156,machine
157,human
158,machine
159,human
160,adversarial
161,machine
162,machine
163,machine
164,hybrid
165,adversarial
166,machine
167,machine
168,human
169,human
170,machine
171,machine
172,human
173,machine
174,machine
175,human
176,human
177,human
178,adversarial
179,hybrid
180,human
181,human
182,human
183,human
184,human
185,hybrid
186,human
187,adversarial
188,human
189,human
190,human
191,adversarial
192,human
193,machine
194,human
195,machine
196,machine
197,hybrid
198,human
199,human
200,adversarial
201,hybrid
202,human
203,adversarial
204,human
205,human
206,human
207,human
208,human
209,hybrid
210,human
211,human
212,human
213,hybrid
214,human
215,human
216,hybrid
217,human
218,human
219,hybrid
220,human
221,hybrid
222,human
223,hybrid
224,human
225,human
226,machine
227,human
228,human
229,hybrid
230,human
231,human
232,adversarial
233,adversarial
234,human
235,human
236,machine
237,adversarial
238,machine
239,machine
240,hybrid
241,hybrid
242,machine
243,machine
244,human
245,human
246,adversarial
247,adversarial
248,human
249,human
250,human
251,human
252,human
253,human
254,machine
255,human
256,hybrid
257,human
258,human
259,human
260,human
261,machine
262,hybrid
263,human
264,adversarial
265,machine
266,machine
267,human
268,machine
269,human
270,machine
271,human
272,human
273,hybrid
274,human
275,human
276,human
277,human
278,human
279,human
280,machine
281,human
282,adversarial
283,machine
284,human
285,human
286,human
287,human
288,adversarial
289,human
290,human
291,machine
292,adversarial
293,machine
294,human
295,adversarial
296,human
297,machine
298,human
299,adversarial
300,human
301,human
302,human
303,machine
304,human
305,machine
306,machine
307,human
308,hybrid
309,adversarial
310,human
311,human
312,adversarial
313,machine
314,hybrid
315,machine
316,human
317,human
318,human
319,machine
320,machine
321,adversarial
322,human
323,human
324,machine
325,machine
326,machine
327,hybrid
328,machine
329,human
330,human
331,human
332,machine
333,human
334,human
335,machine
336,human
337,human
338,machine
339,adversarial
340,human
341,machine
342,machine
343,hybrid
344,human
345,adversarial
346,adversarial
347,machine
348,machine
349,human
350,adversarial
351,human
352,human
353,hybrid
354,machine
355,human
356,machine
357,human
358,adversarial
359,human
360,machine
361,machine
362,human
363,machine
364,human
365,human
366,adversarial
367,machine
368,human
369,human
370,adversarial
371,adversarial
372,human
373,adversarial
374,adversarial
375,human
376,human
377,machine
378,adversarial
379,human
380,human
381,adversarial
382,human
383,adversarial
384,human
385,adversarial
386,machine
387,human
388,human
389,human
390,human
391,machine
392,machine
393,human
394,human
395,hybrid
396,human
397,machine
398,machine
399,hybrid
400,machine
401,human
402,machine
403,machine
404,human
405,hybrid
406,machine
407,adversarial
408,human
409,hybrid
410,machine
411,human
412,machine
413,hybrid
414,human
415,human
416,machine
417,human
418,adversarial
419,human
420,machine
421,adversarial
422,human
423,adversarial
424,machine
425,human
426,human
427,machine
428,human
429,adversarial
430,adversarial
431,human
432,human
433,adversarial
434,hybrid
435,adversarial
436,human
437,machine
438,adversarial
439,hybrid
440,machine
441,adversarial
442,machine
443,hybrid
444,human
445,hybrid
446,human
447,machine
448,human
449,human
450,machine
451,hybrid
452,adversarial
453,machine
454,human
455,human
456,machine
457,machine
458,adversarial
459,adversarial
460,hybrid
461,human
462,machine
463,human
464,hybrid
465,human
466,hybrid
467,machine
468,human
469,adversarial
470,machine
471,adversarial
472,hybrid
473,human
474,machine
475,human
476,human
477,human
478,human
479,machine
480,human
481,hybrid
482,human
483,machine
484,human
485,machine
486,machine
487,human
488,human
489,human
490,human
491,human
492,adversarial
493,hybrid
494,adversarial
495,human
496,human
497,machine
498,human
499,machine
500,machine
501,human
502,human
503,human
504,machine
505,adversarial
506,human
507,machine
508,adversarial
509,machine
510,adversarial
511,human
512,human
513,human
514,hybrid
515,human
516,human
517,human
518,machine
519,adversarial
520,machine
521,human
522,human
523,human
524,human
525,adversarial
526,hybrid
527,adversarial
528,human
529,hybrid
530,human
531,human
532,human
533,human
534,human
535,adversarial
536,human
537,human
538,adversarial
539,adversarial
540,human
541,human
542,human
543,human
544,hybrid
545,adversarial
546,human
547,human
548,machine
549,human
550,adversarial
