ID,label
0,human
1,machine
2,human
3,human
4,machine
5,machine
6,machine
7,machine
8,human
9,machine
10,machine
11,machine
12,machine
13,human
14,machine
15,machine
16,human
17,machine
18,human
19,machine
20,human
21,machine
22,machine
23,machine
24,machine
25,human
26,human
27,machine
28,machine
29,machine
30,human
31,human
32,human
33,human
34,machine
35,machine
36,machine
37,machine
38,human
39,machine
40,machine
41,machine
42,human
43,machine
44,human
45,machine
46,human
47,machine
48,machine
49,machine
50,human
51,machine
52,machine
53,machine
54,human
55,human
56,machine
57,human
58,human
59,machine
60,human
61,human
62,human
63,human
64,machine
65,human
66,human
67,human
68,human
69,machine
70,human
71,human
72,machine
73,machine
74,human
75,human
76,machine
77,machine
78,machine
79,human
80,machine
81,machine
82,human
83,human
84,human
85,human
86,machine
87,machine
88,machine
89,machine
90,machine
91,human
92,human
93,machine
94,human
95,machine
96,human
97,machine
98,human
99,machine
100,human
101,machine
102,human
103,machine
104,machine
105,human
106,machine
107,machine
108,human
109,machine
110,machine
111,human
112,machine
113,human
114,human
115,machine
116,human
117,machine
118,machine
119,machine
120,machine
121,human
122,human
123,machine
124,machine
125,machine
126,human
127,human
128,human
129,human
130,human
131,human
132,human
133,machine
134,human
135,human
136,human
137,human
138,machine
139,human
140,human
141,human
142,machine
143,machine
144,machine
145,machine
146,machine
147,human
148,machine
149,human
150,machine
151,machine
152,human
153,human
154,machine
155,human
156,machine
157,human
158,human
159,machine
160,human
161,human
162,machine
163,human
164,human
165,machine
166,machine
167,machine
168,human
169,machine
170,human
171,human
172,human
173,machine
174,human
175,machine
176,human
177,human
178,human
179,machine
180,human
181,machine
182,human
183,machine
184,human
185,human
186,human
187,human
188,human
189,machine
190,machine
191,machine
192,machine
193,human
194,human
195,human
196,machine
197,machine
198,machine
199,human
200,machine
201,human
202,human
203,machine
204,machine
205,machine
206,machine
207,human
208,machine
209,human
210,machine
211,human
212,machine
213,human
214,machine
215,human
216,human
217,human
218,human
219,machine
220,human
221,human
222,machine
223,machine
224,human
225,machine
226,human
227,human
228,machine
229,human
230,human
231,human
232,human
233,human
234,human
235,human
236,machine
237,machine
238,human
239,machine
240,human
241,human
242,machine
243,human
244,human
245,machine
246,machine
247,machine
248,machine
249,human
250,machine
251,human
252,machine
253,machine
254,human
255,machine
256,machine
257,machine
258,machine
259,machine
260,machine
261,machine
262,human
263,machine
264,human
265,human
266,human
267,human
268,machine
269,human
270,machine
271,human
272,machine
273,machine
274,machine
275,human
276,human
277,human
278,human
279,human
280,human
281,machine
282,human
283,machine
284,machine
285,machine
286,human
287,human
288,machine
289,machine
290,human
291,machine
292,machine
293,machine
294,machine
295,human
296,human
297,human
298,human
299,human
300,human
301,machine
302,machine
303,human
304,machine
305,human
306,machine
307,machine
308,machine
309,human
310,human
311,machine
312,machine
313,human
